  0.1500000000E+00  0.8695270525E+00
  0.3750000000E+00  0.8162809288E+00
  0.7125000000E+00  0.7476043836E+00
  0.1218750000E+01  0.6638141822E+00
  0.1978125000E+01  0.5682362122E+00
  0.3117187500E+01  0.4671828685E+00
  0.4825781250E+01  0.3683345096E+00
  0.7388671875E+01  0.2774687854E+00
  0.8527734375E+01  0.4420495201E+00
  0.9287109375E+01  0.4922129150E+00
  0.9793359375E+01  0.5030114051E+00
  0.1029960937E+02  0.4459100778E+00
  0.1080585937E+02  0.4486397565E+00
  0.1114335937E+02  0.4931866315E+00
  0.1148085937E+02  0.5468282562E+00
  0.1181835938E+02  0.5835500230E+00
  0.1215585938E+02  0.5917695091E+00
  0.1249335938E+02  0.5844368341E+00
  0.1283085938E+02  0.5836969781E+00
  0.1305585938E+02  0.5610198670E+00
  0.1328085938E+02  0.5802532958E+00
  0.1350585938E+02  0.6156839426E+00
  0.1373085937E+02  0.6687299330E+00
  0.1395585937E+02  0.7167252819E+00
  0.1418085937E+02  0.7186476118E+00
  0.1433085937E+02  0.6642761788E+00
  0.1448085937E+02  0.6268459367E+00
  0.1458085937E+02  0.5840698438E+00
  0.1468085937E+02  0.5579193757E+00
  0.1478085937E+02  0.5347501833E+00
  0.1488085937E+02  0.5129360923E+00
  0.1498085937E+02  0.4915998548E+00
  0.1508085937E+02  0.4712674828E+00
  0.1518085937E+02  0.4520424873E+00
  0.1528085937E+02  0.4324415062E+00
  0.1538085937E+02  0.4115350607E+00
  0.1548085937E+02  0.3896573948E+00
  0.1554752604E+02  0.3707632235E+00
  0.1561419271E+02  0.3565155240E+00
  0.1568085937E+02  0.3426052931E+00
  0.1574752604E+02  0.3286681929E+00
  0.1584752604E+02  0.3106688935E+00
  0.1594752604E+02  0.2897084335E+00
  0.1609752604E+02  0.2633920986E+00
  0.1624752604E+02  0.2358616596E+00
  0.1634752604E+02  0.2164846818E+00
  0.1644752604E+02  0.2007544364E+00
  0.1651419271E+02  0.1897307671E+00
  0.1658085937E+02  0.1805043545E+00
  0.1664752604E+02  0.1718723251E+00
  0.1671419271E+02  0.1636338519E+00
  0.1678085937E+02  0.1556217415E+00
  0.1688085937E+02  0.1448212521E+00
  0.1703085937E+02  0.1298701999E+00
  0.1718085937E+02  0.1155912437E+00
  0.1733085937E+02  0.1028293800E+00
  0.1748085937E+02  0.9150837786E-01
  0.1763085937E+02  0.8169358089E-01
  0.1778085937E+02  0.7339092908E-01
  0.1793085937E+02  0.6628242198E-01
  0.1808085937E+02  0.6002467936E-01
  0.1830585937E+02  0.5238901311E-01
  0.1853085937E+02  0.4602896949E-01
  0.1875585937E+02  0.4090562649E-01
  0.1898085937E+02  0.3658344102E-01
  0.1920585937E+02  0.3271733739E-01
  0.1943085937E+02  0.2911863404E-01
  0.1976835937E+02  0.2443216626E-01
  0.2010585937E+02  0.2051512667E-01
  0.2033085937E+02  0.1834933027E-01
  0.2055585937E+02  0.1670157227E-01
  0.2070585937E+02  0.1584123711E-01
  0.2085585937E+02  0.1524169273E-01
  0.2100585937E+02  0.1496260566E-01
  0.2115585937E+02  0.1508328041E-01
  0.2130585937E+02  0.1550935105E-01
  0.2153085937E+02  0.1648566024E-01
  0.2175585937E+02  0.1752418050E-01
  0.2209335937E+02  0.1880220068E-01
  0.2259960937E+02  0.1939189683E-01
  0.2335898437E+02  0.1826745945E-01
  0.2449804687E+02  0.1428054798E-01
  0.2563710937E+02  0.9604835148E-02
  0.2677617187E+02  0.5831169731E-02
  0.2848476562E+02  0.2690238864E-02
  0.3019335938E+02  0.1163501388E-02
  0.3190195313E+02  0.4823851188E-03
  0.3361054688E+02  0.1941726070E-03
  0.3531914063E+02  0.7650249486E-04
  0.3702773438E+02  0.2966699049E-04
  0.3873632812E+02  0.1136870874E-04
  0.4044492187E+02  0.4317755017E-05
  0.4215351562E+02  0.1628769182E-05
  0.4386210937E+02  0.6112601513E-06
  0.4557070312E+02  0.2285041157E-06
  0.4727929687E+02  0.8516670469E-07
  0.4898789062E+02  0.3167103697E-07
  0.5069648437E+02  0.1175724779E-07
  0.5240507812E+02  0.4358921962E-08
  0.5411367187E+02  0.1614435595E-08
