  0.0000000000E+00    0.1699059523E+03
  0.1500000000E+00    0.1584384597E+03
  0.3750000000E+00    0.1431509907E+03
  0.7125000000E+00    0.1237802251E+03
  0.1218750000E+01    0.1008584075E+03
  0.1978125000E+01    0.7604330185E+02
  0.3117187500E+01    0.5200647661E+02
  0.4825781250E+01    0.3164122916E+02
  0.7388671875E+01    0.1692463278E+02
  0.9097265625E+01    0.1062058046E+02
  0.9856640625E+01    0.8346243384E+01
  0.1061601563E+02    0.6749775658E+01
  0.1112226563E+02    0.5906003863E+01
  0.1162851563E+02    0.5259585883E+01
  0.1196601563E+02    0.4890062548E+01
  0.1230351563E+02    0.4577823388E+01
  0.1264101563E+02    0.4309101869E+01
  0.1297851563E+02    0.4073268196E+01
  0.1331601563E+02    0.3862792443E+01
  0.1365351563E+02    0.3672677507E+01
  0.1399101563E+02    0.3499616005E+01
  0.1432851563E+02    0.3341275364E+01
  0.1466601563E+02    0.3195891635E+01
  0.1500351563E+02    0.3062131275E+01
  0.1534101563E+02    0.2938904604E+01
  0.1567851563E+02    0.2825135676E+01
  0.1590351563E+02    0.2751246734E+01
  0.1612851563E+02    0.2681354026E+01
  0.1635351563E+02    0.2615159188E+01
  0.1657851563E+02    0.2552412573E+01
  0.1672851563E+02    0.2511260007E+01
  0.1687851563E+02    0.2471596389E+01
  0.1702851563E+02    0.2433321239E+01
  0.1717851563E+02    0.2396357081E+01
  0.1740351563E+02    0.2344642318E+01
  0.1762851563E+02    0.2295327103E+01
  0.1785351563E+02    0.2248296471E+01
  0.1800351563E+02    0.2217317644E+01
  0.1815351563E+02    0.2187358045E+01
  0.1830351563E+02    0.2158358995E+01
  0.1845351563E+02    0.2130259371E+01
  0.1860351562E+02    0.2103013808E+01
  0.1870351563E+02    0.2084971247E+01
  0.1880351563E+02    0.2067319201E+01
  0.1890351563E+02    0.2050046783E+01
  0.1900351563E+02    0.2033144718E+01
  0.1910351563E+02    0.2016606338E+01
  0.1920351563E+02    0.2000426843E+01
  0.1930351563E+02    0.1984604065E+01
  0.1945351563E+02    0.1961973277E+01
  0.1960351563E+02    0.1940091063E+01
  0.1975351563E+02    0.1918947630E+01
  0.1990351563E+02    0.1898521632E+01
  0.2005351563E+02    0.1878780384E+01
  0.2020351563E+02    0.1859682063E+01
  0.2035351562E+02    0.1841181020E+01
  0.2050351562E+02    0.1823242441E+01
  0.2065351562E+02    0.1805852349E+01
  0.2080351562E+02    0.1789004923E+01
  0.2095351562E+02    0.1772693142E+01
  0.2110351562E+02    0.1756907213E+01
  0.2125351562E+02    0.1741638149E+01
  0.2140351562E+02    0.1726879203E+01
  0.2155351562E+02    0.1712620146E+01
  0.2170351562E+02    0.1698846354E+01
  0.2185351562E+02    0.1685542459E+01
  0.2200351562E+02    0.1672701931E+01
  0.2215351562E+02    0.1660327890E+01
  0.2237851562E+02    0.1643133501E+01
  0.2260351562E+02    0.1626923311E+01
  0.2282851562E+02    0.1611689948E+01
  0.2297851562E+02    0.1601782055E+01
  0.2312851562E+02    0.1592310149E+01
  0.2322851562E+02    0.1586100325E+01
  0.2332851562E+02    0.1580072856E+01
  0.2339518229E+02    0.1576096158E+01
  0.2346184896E+02    0.1572196105E+01
  0.2352851562E+02    0.1568367804E+01
  0.2359518229E+02    0.1564604586E+01
  0.2366184896E+02    0.1560901927E+01
  0.2372851562E+02    0.1557259197E+01
  0.2382851562E+02    0.1551979189E+01
  0.2392851562E+02    0.1546826952E+01
  0.2402851562E+02    0.1541798170E+01
  0.2412851562E+02    0.1536890819E+01
  0.2422851562E+02    0.1532105792E+01
  0.2437851562E+02    0.1525295643E+01
  0.2460351562E+02    0.1515851048E+01
  0.2494101562E+02    0.1503242543E+01
  0.2527851562E+02    0.1491768069E+01
  0.2578476562E+02    0.1477384694E+01
  0.2612226562E+02    0.1468415056E+01
  0.2645976562E+02    0.1460341615E+01
  0.2679726562E+02    0.1453056146E+01
  0.2713476562E+02    0.1446468081E+01
  0.2764101562E+02    0.1438210225E+01
  0.2797851562E+02    0.1433056512E+01
  0.2831601562E+02    0.1428429127E+01
  0.2865351562E+02    0.1424280499E+01
  0.2899101562E+02    0.1420567606E+01
  0.2932851562E+02    0.1417255934E+01
