4 2368 !dim number data 
0.2883832392454325 0.13417534076463317 0.0 0.0
0.26062427419292195 0.13417534076463317 0.0 0.0
0.2745037567191772 0.09789927972519935 0.0 0.0
0.2745037567191772 0.12208332041815523 0.0 0.0
0.5964771910908659 0.14586268319683318 0.0 0.0
0.5690849998695886 0.16901157301557687 0.0 0.0
0.5617634261490249 0.13685392283227918 0.0 0.0
0.5757752057031598 0.1505760596815631 0.0 0.0
0.1961159565447753 0.5410068841003276 0.0 0.0
0.2141130133117858 0.5245103287133498 0.0 0.0
0.21393626546095498 0.5593243187549092 0.0 0.0
0.208055078439172 0.5416138438561955 0.0 0.0
0.2933981577984078 0.4239344925704374 0.0 0.0
0.3185194676339714 0.42685010314444644 0.0 0.0
0.30750141121659164 0.4703103746225136 0.0 0.0
0.30647301221632356 0.4403649901124658 0.0 0.0
0.4311164733754804 0.586926458647537 0.0 0.0
0.43794143244300376 0.5596069399349408 0.0 0.0
0.4576398812605296 0.593775353302744 0.0 0.0
0.4422325956930046 0.5801029172950739 0.0 0.0
0.07849260096464838 0.044049750763520384 0.0 0.0
0.04834540385859356 0.050074937690880096 0.0 0.0
0.06286760096464838 0.018824937690880093 0.0 0.0
0.06323520192929678 0.037649875381760185 0.0 0.0
0.13271529560188097 0.640625 0.0 0.0
0.15586118240752386 0.65625 0.0 0.0
0.13271529560188097 0.671875 0.0 0.0
0.14043059120376192 0.65625 0.0 0.0
0.40630968531273776 0.7982273992199129 0.0 0.0
0.3688405862852455 0.8050641156287696 0.0 0.0
0.38003005431959663 0.7706583029697365 0.0 0.0
0.3850601086391933 0.791316605939473 0.0 0.0
0.5327928980447354 0.7644155346835023 0.0 0.0
0.5604937834452719 0.7606566236581291 0.0 0.0
0.5624042556383922 0.7885460223621106 0.0 0.0
0.5518969790427999 0.7712060602345807 0.0 0.0
0.9583333333333334 0.46875 0.0 0.0
0.9895833333333334 0.453125 0.0 0.0
0.9895833333333334 0.484375 0.0 0.0
0.9791666666666666 0.46875 0.0 0.0
0.5398970471988924 0.1377069318987805 0.0 0.0
0.5472186209194562 0.1698645820820782 0.0 0.0
0.5090116752903363 0.1492747194628384 0.0 0.0
0.532042447802895 0.15228207781456568 0.0 0.0
0.3774353600144358 0.2284987232760791 0.0 0.0
0.3618103600144358 0.1950785843871902 0.0 0.0
0.40036644005774313 0.19741503199320523 0.0 0.0
0.37987072002887157 0.20699744655215815 0.0 0.0
0.8347913240805843 0.8096647482949827 0.0 0.0
0.8660413240805843 0.7737558648628485 0.0 0.0
0.8704152963223374 0.8091145760192601 0.0 0.0
0.8570826481611687 0.7975117297256972 0.0 0.0
0.6361400462962963 0.578125 0.0 0.0
0.6695601851851851 0.59375 0.0 0.0
0.6361400462962963 0.609375 0.0 0.0
0.6472800925925926 0.59375 0.0 0.0
0.03272040385859355 0.041666666666666664 0.0 0.0
0.015992600964648388 0.010416666666666666 0.0 0.0
0.047242600964648385 0.010416666666666666 0.0 0.0
0.031985201929296776 0.020833333333333332 0.0 0.0
0.90625 0.5208333333333334 0.0 0.0
0.8828125 0.5442708333333334 0.0 0.0
0.8828125 0.5130208333333334 0.0 0.0
0.890625 0.5260416666666666 0.0 0.0
0.9375 0.6458333333333334 0.0 0.0
0.9765625 0.6380208333333334 0.0 0.0
0.9453125 0.6692708333333334 0.0 0.0
0.953125 0.6510416666666666 0.0 0.0
0.015051742075748999 0.8707819070789141 0.0 0.0
0.0341084897516444 0.8514539770459139 0.0 0.0
0.041150220627100595 0.8774555583486566 0.0 0.0
0.030103484151497998 0.8665638141578281 0.0 0.0
0.07815919223875704 0.6719433844775141 0.0 0.0
0.10547729805968926 0.6875170961193785 0.0 0.0
0.07422729805968926 0.7031420961193785 0.0 0.0
0.08595459611937852 0.6875341922387571 0.0 0.0
0.39534353533247213 0.7569177615845518 0.0 0.0
0.43009451033674734 0.7501019500880307 0.0 0.0
0.4216231663256133 0.7844868578347283 0.0 0.0
0.41568707066494426 0.7638355231691035 0.0 0.0
0.29575062611986286 0.24121894312840583 0.0 0.0
0.26450062611986286 0.24121894312840583 0.0 0.0
0.2767525044794515 0.2148757725136233 0.0 0.0
0.27900125223972577 0.23243788625681164 0.0 0.0
0.11893169635392171 0.546875 0.0 0.0
0.10072678541568691 0.53125 0.0 0.0
0.11893169635392171 0.515625 0.0 0.0
0.11286339270784346 0.53125 0.0 0.0
0.20322542664007093 0.43396366003787873 0.0 0.0
0.18662386414007093 0.4522409150094697 0.0 0.0
0.1791126440602837 0.4209909150094697 0.0 0.0
0.18965397828014185 0.4357318300189394 0.0 0.0
0.01987325837217945 0.7506840167443589 0.0 0.0
0.05112325837217945 0.7350590167443589 0.0 0.0
0.0482430334887178 0.7683610669774357 0.0 0.0
0.0397465167443589 0.7513680334887178 0.0 0.0
0.30332347754478817 0.5142892165642454 0.0 0.0
0.31405528058115245 0.5361356220991152 0.0 0.0
0.2769726764922094 0.5345431833244274 0.0 0.0
0.2981171448727167 0.5283226739959294 0.0 0.0
0.289284806630771 0.7894341724592232 0.0 0.0
0.2516899625083872 0.7920142260785153 0.0 0.0
0.25819495382783164 0.7662896797075477 0.0 0.0
0.2663899076556633 0.7825793594150955 0.0 0.0
0.03486558860670665 0.8134551100336921 0.0 0.0
0.015808840930811252 0.7702830400666922 0.0 0.0
0.04417861604734961 0.7879600902997689 0.0 0.0
0.031617681861622504 0.7905660801333844 0.0 0.0
0.05963919481171929 0.6406933844775141 0.0 0.0
0.024457300632651516 0.6250170961193785 0.0 0.0
0.06264730835153828 0.6093920961193785 0.0 0.0
0.04891460126530303 0.6250341922387571 0.0 0.0
0.06105836816651291 0.5034722222222222 0.0 0.0
0.0741034572282781 0.5282118055555555 0.0 0.0
0.04368838360428645 0.5438368055555555 0.0 0.0
0.05961673633302583 0.525173611111111 0.0 0.0
0.34375 0.2054398148148148 0.0 0.0
0.359375 0.23885995370370372 0.0 0.0
0.328125 0.23885995370370372 0.0 0.0
0.34375 0.2277199074074074 0.0 0.0
0.4337387398692633 0.42877502979345544 0.0 0.0
0.46247168661521715 0.422992028933272 0.0 0.0
0.4420376852738858 0.4516034117453455 0.0 0.0
0.4460827039194554 0.434456823490691 0.0 0.0
0.10643938719879682 0.31280873247992436 0.0 0.0
0.07323626219879682 0.32452748247992436 0.0 0.0
0.0839606737951873 0.3020161799196974 0.0 0.0
0.08787877439759366 0.3131174649598487 0.0 0.0
0.052083333333333336 0.42404513888888884 0.0 0.0
0.052083333333333336 0.4618055555555555 0.0 0.0
0.020833333333333332 0.43967013888888884 0.0 0.0
0.041666666666666664 0.44184027777777773 0.0 0.0
0.3306865401445731 0.4897538394217076 0.0 0.0
0.36392163503614333 0.4583759598554269 0.0 0.0
0.36392163503614333 0.4896259598554269 0.0 0.0
0.35284327007228655 0.4792519197108538 0.0 0.0
0.11458333333333333 0.48654513888888884 0.0 0.0
0.08333333333333333 0.4774305555555555 0.0 0.0
0.11458333333333333 0.45529513888888884 0.0 0.0
0.10416666666666667 0.47309027777777773 0.0 0.0
0.11393229166666667 0.3580729166666667 0.0 0.0
0.08072916666666667 0.3385416666666667 0.0 0.0
0.11393229166666667 0.3268229166666667 0.0 0.0
0.10286458333333333 0.3411458333333333 0.0 0.0
0.051432291666666664 0.3893229166666667 0.0 0.0
0.020182291666666668 0.3736979166666667 0.0 0.0
0.049479166666666664 0.3541666666666667 0.0 0.0
0.040364583333333336 0.3723958333333333 0.0 0.0
0.010416666666666666 0.390625 0.0 0.0
0.041666666666666664 0.40625 0.0 0.0
0.010416666666666666 0.421875 0.0 0.0
0.020833333333333332 0.40625 0.0 0.0
0.08333333333333333 0.40625 0.0 0.0
0.11458333333333333 0.390625 0.0 0.0
0.11458333333333333 0.421875 0.0 0.0
0.10416666666666667 0.40625 0.0 0.0
0.16430879574121596 0.27966596190633025 0.0 0.0
0.134827198935304 0.29647899047658255 0.0 0.0
0.134827198935304 0.26522899047658255 0.0 0.0
0.144654397870608 0.2804579809531651 0.0 0.0
0.17421684810025237 0.5217249495629731 0.0 0.0
0.14462843077506307 0.5015249873907432 0.0 0.0
0.17392530577506307 0.48589998739074325 0.0 0.0
0.16425686155012617 0.5030499747814865 0.0 0.0
0.2001953125 0.4626575816761364 0.0 0.0
0.216796875 0.4443803267045454 0.0 0.0
0.2333984375 0.4626575816761364 0.0 0.0
0.216796875 0.4565651633522727 0.0 0.0
0.15404753989361705 0.40625 0.0 0.0
0.13226188497340427 0.421875 0.0 0.0
0.13226188497340427 0.390625 0.0 0.0
0.1395237699468085 0.40625 0.0 0.0
0.21904625712293305 0.4945212090470028 0.0 0.0
0.20075765803073328 0.4751928022617507 0.0 0.0
0.23396078303073328 0.4751928022617507 0.0 0.0
0.21792156606146654 0.48163560452350146 0.0 0.0
0.32016267150533045 0.40418130716860173 0.0 0.0
0.29504136166976686 0.40126569659459266 0.0 0.0
0.31407422670202806 0.3796351907191346 0.0 0.0
0.3097594199590418 0.3950273981607763 0.0 0.0
0.134765625 0.484375 0.0 0.0
0.134765625 0.453125 0.0 0.0
0.1640625 0.46875 0.0 0.0
0.14453125 0.46875 0.0 0.0
0.0703125 0.3541666666666667 0.0 0.0
0.103515625 0.3736979166666667 0.0 0.0
0.072265625 0.3893229166666667 0.0 0.0
0.08203125 0.3723958333333333 0.0 0.0
0.431409429022985 0.3163011539484794 0.0 0.0
0.46493980603741325 0.3075327889625636 0.0 0.0
0.47103476538737943 0.33647298077983345 0.0 0.0
0.4557946668159259 0.32010230789695887 0.0 0.0
0.010416666666666666 0.45529513888888884 0.0 0.0
0.041666666666666664 0.4774305555555555 0.0 0.0
0.010416666666666666 0.48654513888888884 0.0 0.0
0.020833333333333332 0.47309027777777773 0.0 0.0
0.10416666666666667 0.43967013888888884 0.0 0.0
0.07291666666666667 0.4618055555555555 0.0 0.0
0.07291666666666667 0.42404513888888884 0.0 0.0
0.08333333333333333 0.44184027777777773 0.0 0.0
0.13486280577506307 0.5483999873907432 0.0 0.0
0.13486280577506307 0.5171499873907432 0.0 0.0
0.16445122310025237 0.5373499495629731 0.0 0.0
0.14472561155012617 0.5342999747814865 0.0 0.0
0.14313196226854763 0.6927083333333334 0.0 0.0
0.16627784907419052 0.6770833333333334 0.0 0.0
0.17438196226854763 0.7239583333333334 0.0 0.0
0.16126392453709526 0.6979166666666666 0.0 0.0
0.16381316489361705 0.421875 0.0 0.0
0.17132438497340427 0.453125 0.0 0.0
0.14202750997340427 0.4375 0.0 0.0
0.1590550199468085 0.4375 0.0 0.0
0.22738461306341531 0.4198497425426136 0.0 0.0
0.22738461306341531 0.39515824751420453 0.0 0.0
0.25914782725366126 0.407503995028409 0.0 0.0
0.23797235112683066 0.407503995028409 0.0 0.0
0.17245720553731525 0.29529096190633025 0.0 0.0
0.16742083811970118 0.32772899047658255 0.0 0.0
0.14297560873140328 0.31210399047658255 0.0 0.0
0.16095121746280658 0.3117079809531651 0.0 0.0
0.20875928080673758 0.4196407433712121 0.0 0.0
0.18464649822695037 0.40666799834280304 0.0 0.0
0.20875928080673758 0.39494924834280304 0.0 0.0
0.2007216866134752 0.407085996685606 0.0 0.0
0.2310853334748834 0.5065234911558237 0.0 0.0
0.24599985938268362 0.4871950843705717 0.0 0.0
0.24891396343853467 0.5232019306970345 0.0 0.0
