           1          63  !  dimensions
 time     0.0000000000000000     
          63  !  non zeros
           1 -0.32167438242920743     
           2   6.9300899983474079E-002
           3 -0.46444563942255324     
           4   2.3829866699492847E-002
           5 -0.61389658815991754     
           6 -0.58476892388237234     
           7 -0.44596440820619654     
           8  -7.5728323308640350E-002
           9   1.3630567873952362E-002
          10 -0.11461024192350124     
          11 -0.55933545678324115     
          12  0.15881376189283214     
          13   9.5211239777715478E-002
          14 -0.27499131662266324     
          15  0.12239187645342872     
          16 -0.15673111106480633     
          17  -1.9574831184713370E-002
          18 -0.28671468485571805     
          19 -0.48158470896707062     
          20 -0.33297939404862753     
          21 -0.40134630650443537     
          22 -0.32020432732902360     
          23 -0.38758344480334594     
          24  -2.0997086836122697E-003
          25 -0.37170311474082662     
          26 -0.11703653146934145     
          27  -6.2008094338344408E-002
          28 -0.65562056070380081     
          29 -0.73805905388854853     
          30 -0.56436568188112068     
          31 -0.33635156546428674     
          32 -0.44542415226097420     
          33 -0.40928731169286803     
          34 -0.47453519570452235     
          35 -0.54735009103648513     
          36 -0.30410352553784042     
          37 -0.28654070668345000     
          38 -0.18650592106627975     
          39  -8.8341485565879896E-002
          40 -0.47462346776756853     
          41 -0.15579789325494317     
          42 -0.36809257759044561     
          43 -0.82684160749070723     
          44 -0.63622436822473449     
          45 -0.70513807399582373     
          46 -0.45775801985589964     
          47 -0.53038868998262290     
          48 -0.50104833731163700     
          49 -0.79689624648133728     
          50 -0.86480278794505283     
          51 -0.76288117979300085     
          52 -0.90133651282356841     
          53 -0.95137869668425468     
          54 -0.97144212265960173     
          55 -0.92699945554308882     
          56 -0.69707438456040172     
          57 -0.79360527294379024     
          58 -0.77318992932089825     
          59 -0.65015250191699514     
          60 -0.73151549609964506     
          61 -0.75896900742882767     
          62 -0.55801504802049062     
          63 -0.52343750000000011     
 time    0.40000000000000002     
          63  !  non zeros
           1 -0.35623524206000357     
           2  -2.3918864774406950E-002
           3 -0.52392084462291777     
           4  -7.0620363654838314E-002
           5 -0.69544866914214765     
           6 -0.65441348595476923     
           7 -0.52139040502492129     
           8 -0.15786041553835031     
           9  -7.0663761568207084E-002
          10 -0.19782535427021772     
          11 -0.61845798743272185     
          12   9.5352571733976280E-002
          13   1.0615563098645432E-002
          14 -0.32037073618058698     
          15   4.5231519520612093E-002
          16 -0.23375194150854378     
          17 -0.11327458932143830     
          18 -0.35583904749000156     
          19 -0.55284080226554455     
          20 -0.39012836935797790     
          21 -0.46754634529393468     
          22 -0.36836749938137714     
          23 -0.44367206452024099     
          24  -9.2110376526497117E-002
          25 -0.40336875361241303     
          26 -0.21915967756716681     
          27 -0.15660404466192004     
          28 -0.73955067777820693     
          29 -0.80972069164766958     
          30 -0.63935970733451941     
          31 -0.40542621783535338     
          32 -0.48520609378637208     
          33 -0.44179264217484948     
          34 -0.52339873785088464     
          35 -0.61331163215020257     
          36 -0.33197262315620107     
          37 -0.30880605247992110     
          38 -0.28587814377685827     
          39 -0.18725618869187957     
          40 -0.55984490814324650     
          41 -0.25638782962218448     
          42 -0.44610025948081361     
          43 -0.91454474347521864     
          44 -0.70368497717344181     
          45 -0.77373154702325275     
          46 -0.50341926476089172     
          47 -0.59758545303413357     
          48 -0.56103662373726559     
          49 -0.88168923845734315     
          50 -0.95625704466718853     
          51 -0.84265351985696524     
          52 -0.99217404024847666     
          53  -1.0502886721144042     
          54  -1.0797189026641580     
          55  -1.0246039323108460     
          56 -0.76171189743910994     
          57 -0.87551716065979168     
          58 -0.85006015199738971     
          59 -0.72024722317536949     
          60 -0.79390020695405328     
          61 -0.83033428647145346     
          62 -0.65724293822261493     
          63 -0.61434281044813588     
 time    0.80000000000000004     
          63  !  non zeros
           1 -0.40505635213348679     
