  0.0000000000E+00    0.1000000000E+01
  0.1500000000E+00    0.1000000000E+01
  0.3750000000E+00    0.1000000000E+01
  0.7125000000E+00    0.1000000000E+01
  0.1218750000E+01    0.1000000000E+01
  0.1978125000E+01    0.1000000000E+01
  0.3117187500E+01    0.1000000000E+01
  0.4256250000E+01    0.1000000000E+01
  0.5015625000E+01    0.1000000000E+01
  0.5775000000E+01    0.1000000000E+01
  0.6534375000E+01    0.1000000000E+01
  0.7293750000E+01    0.1000000000E+01
  0.8053125000E+01    0.1000000000E+01
  0.8812500000E+01    0.1000000000E+01
  0.9951562500E+01    0.1000000000E+01
  0.1109062500E+02    0.1000000000E+01
  0.1222968750E+02    0.1000000000E+01
  0.1336875000E+02    0.1000000000E+01
  0.1450781250E+02    0.1000000000E+01
  0.1564687500E+02    0.1000000000E+01
  0.1735546875E+02    0.1000000000E+01
  0.1906406250E+02    0.1000000000E+01
  0.2077265625E+02    0.1000000000E+01
  0.2248125000E+02    0.1000000000E+01
  0.2418984375E+02    0.1000000000E+01
  0.2589843750E+02    0.1000000000E+01
  0.2760703125E+02    0.1000000000E+01
  0.2931562500E+02    0.1000000000E+01
  0.3102421875E+02    0.1000000000E+01
  0.3273281250E+02    0.1000000000E+01
  0.3444140625E+02    0.1000000000E+01
  0.3615000000E+02    0.1000000000E+01
  0.3785859375E+02    0.1000000000E+01
  0.3956718750E+02    0.1000000000E+01
  0.4127578125E+02    0.1000000000E+01
  0.4298437500E+02    0.1000000000E+01
  0.4469296875E+02    0.1000000000E+01
  0.4640156250E+02    0.1000000000E+01
  0.4811015625E+02    0.1000000000E+01
  0.4981875000E+02    0.1000000000E+01
  0.5152734375E+02    0.1000000000E+01
  0.5323593750E+02    0.1000000000E+01
  0.5494453125E+02    0.1000000000E+01
