4 4076 !dim number data 
0.05171255058014109 0.39347263558680917 0.0 0.0
0.0481567839343646 0.3733509271818763 0.0 0.0
0.06947611581062102 0.37526225075216924 0.0 0.0
0.056448483441708906 0.38069527117361823 0.0 0.0
0.643487523289906 0.19038933385344348 0.0 0.0
0.6336508382050945 0.17114041097638788 0.0 0.0
0.6586220292633077 0.1754313039095987 0.0 0.0
0.6452534635861027 0.1789870162464767 0.0 0.0
0.27017057770648517 0.5051521715564378 0.0 0.0
0.28020268596716846 0.4902525800782773 0.0 0.0
0.28790865919870495 0.5219938688165697 0.0 0.0
0.27942730762411955 0.5057995401504283 0.0 0.0
0.0759809323645503 0.5821127408369764 0.0 0.0
0.10723093236455028 0.5742842809649664 0.0 0.0
0.08517372945820116 0.6018086639878556 0.0 0.0
0.08946186472910057 0.5860685619299328 0.0 0.0
0.09153766735824753 0.6252408440305189 0.0 0.0
0.11359487026459668 0.6289664610076298 0.0 0.0
0.10143668396473582 0.6445914610076298 0.0 0.0
0.10218974052919334 0.6329329220152595 0.0 0.0
0.059890223482665726 0.254247431650189 0.0 0.0
0.07907846260669625 0.24898250361788513 0.0 0.0
0.0763779839942849 0.26939598705361484 0.0 0.0
0.07178222336121563 0.2575419741072296 0.0 0.0
0.23842408419125058 0.7441942012094378 0.0 0.0
0.20717408419125058 0.7441942012094378 0.0 0.0
0.23494633676500232 0.7267768048377515 0.0 0.0
0.22684816838250113 0.7383884024188757 0.0 0.0
0.3551049539561186 0.8024366992072709 0.0 0.0
0.35206775613489766 0.7830722249884454 0.0 0.0
0.37398382671836966 0.7919145315964325 0.0 0.0
0.36038551226979526 0.7924744852640497 0.0 0.0
0.5313081921575021 0.769568870458572 0.0 0.0
0.5210710903884969 0.7858780539181196 0.0 0.0
0.5018776008999907 0.7759701345937488 0.0 0.0
0.51808562781533 0.7771390196568135 0.0 0.0
0.9955030503536412 0.203125 0.0 0.0
0.9955030503536412 0.234375 0.0 0.0
0.9820122014145651 0.21875 0.0 0.0
0.9910061007072826 0.21875 0.0 0.0
