          35 ! number of rows     
          76 ! number of columns     
         152 ! number of non-zero terms 
              1              1  1.0000000000000000E+00
              1              2  1.0000000000000000E+00
              1              3  1.0000000000000000E+00
              2              4  1.0000000000000000E+00
              2              5  1.0000000000000000E+00
              2              6  1.0000000000000000E+00
              3              5 -1.0000000000000000E+00
              3              7  1.0000000000000000E+00
              3              8  1.0000000000000000E+00
              3              9  1.0000000000000000E+00
              3             10  1.0000000000000000E+00
              4             11  1.0000000000000000E+00
              4             12  1.0000000000000000E+00
              4             13  1.0000000000000000E+00
              4             14  1.0000000000000000E+00
              4             15  1.0000000000000000E+00
              4             16  1.0000000000000000E+00
              5             15 -1.0000000000000000E+00
              5             17  1.0000000000000000E+00
              5             18  1.0000000000000000E+00
              5             19  1.0000000000000000E+00
              5             20  1.0000000000000000E+00
              5             21  1.0000000000000000E+00
              5             22  1.0000000000000000E+00
              6              3 -1.0000000000000000E+00
              6             23  1.0000000000000000E+00
              6             24  1.0000000000000000E+00
              6             25  1.0000000000000000E+00
              7             26  1.0000000000000000E+00
              7             27  1.0000000000000000E+00
              7             28  1.0000000000000000E+00
              7             29  1.0000000000000000E+00
              7             30  1.0000000000000000E+00
              8             16 -1.0000000000000000E+00
              8             22 -1.0000000000000000E+00
              8             31  1.0000000000000000E+00
              8             32  1.0000000000000000E+00
              8             33  1.0000000000000000E+00
              9             34  1.0000000000000000E+00
              9             35  1.0000000000000000E+00
              9             36  1.0000000000000000E+00
              9             37  1.0000000000000000E+00
             10             27 -1.0000000000000000E+00
             10             38  1.0000000000000000E+00
             10             39  1.0000000000000000E+00
             10             40  1.0000000000000000E+00
             11             11 -1.0000000000000000E+00
             11             31 -1.0000000000000000E+00
             11             41  1.0000000000000000E+00
             11             42  1.0000000000000000E+00
             11             43  1.0000000000000000E+00
             12              2 -1.0000000000000000E+00
             12             23 -1.0000000000000000E+00
             12             44  1.0000000000000000E+00
             12             45  1.0000000000000000E+00
             13              4 -1.0000000000000000E+00
             13              8 -1.0000000000000000E+00
             13             46  1.0000000000000000E+00
             13             47  1.0000000000000000E+00
             14             25 -1.0000000000000000E+00
             14             30 -1.0000000000000000E+00
             14             48  1.0000000000000000E+00
             14             49  1.0000000000000000E+00
             15             35 -1.0000000000000000E+00
             15             50  1.0000000000000000E+00
             15             51  1.0000000000000000E+00
             15             52  1.0000000000000000E+00
             16             53  1.0000000000000000E+00
             16             54  1.0000000000000000E+00
             16             55  1.0000000000000000E+00
             17             19 -1.0000000000000000E+00
             17             55 -1.0000000000000000E+00
             17             56  1.0000000000000000E+00
             17             57  1.0000000000000000E+00
             18             26 -1.0000000000000000E+00
             18             39 -1.0000000000000000E+00
             18             58  1.0000000000000000E+00
             18             59  1.0000000000000000E+00
             19             10 -1.0000000000000000E+00
             19             51 -1.0000000000000000E+00
             19             60  1.0000000000000000E+00
             19             61  1.0000000000000000E+00
             19             62  1.0000000000000000E+00
             20              9 -1.0000000000000000E+00
             20             61 -1.0000000000000000E+00
             20             63  1.0000000000000000E+00
             20             64  1.0000000000000000E+00
             21              1 -1.0000000000000000E+00
             21             45 -1.0000000000000000E+00
             21             65  1.0000000000000000E+00
             22             38 -1.0000000000000000E+00
             22             58 -1.0000000000000000E+00
             22             66  1.0000000000000000E+00
             23             24 -1.0000000000000000E+00
             23             28 -1.0000000000000000E+00
             23             48 -1.0000000000000000E+00
             23             67  1.0000000000000000E+00
             24             29 -1.0000000000000000E+00
             24             49 -1.0000000000000000E+00
             24             59 -1.0000000000000000E+00
             24             67 -1.0000000000000000E+00
             25             17 -1.0000000000000000E+00
             25             53 -1.0000000000000000E+00
             25             56 -1.0000000000000000E+00
             25             68  1.0000000000000000E+00
             25             69  1.0000000000000000E+00
             25             70  1.0000000000000000E+00
             26              7 -1.0000000000000000E+00
             26             46 -1.0000000000000000E+00
             26             60 -1.0000000000000000E+00
             26             63 -1.0000000000000000E+00
             27             18 -1.0000000000000000E+00
             27             54 -1.0000000000000000E+00
             27             57 -1.0000000000000000E+00
             27             68 -1.0000000000000000E+00
             27             71  1.0000000000000000E+00
             28             13 -1.0000000000000000E+00
             28             20 -1.0000000000000000E+00
             28             32 -1.0000000000000000E+00
             28             69 -1.0000000000000000E+00
             28             71 -1.0000000000000000E+00
             28             72  1.0000000000000000E+00
             29             36 -1.0000000000000000E+00
             29             41 -1.0000000000000000E+00
             29             52 -1.0000000000000000E+00
             29             73  1.0000000000000000E+00
             29             74  1.0000000000000000E+00
             30             44 -1.0000000000000000E+00
             30             65 -1.0000000000000000E+00
             31             12 -1.0000000000000000E+00
             31             37 -1.0000000000000000E+00
             31             42 -1.0000000000000000E+00
             31             74 -1.0000000000000000E+00
             31             75  1.0000000000000000E+00
             32             14 -1.0000000000000000E+00
             32             21 -1.0000000000000000E+00
             32             33 -1.0000000000000000E+00
             32             43 -1.0000000000000000E+00
             32             70 -1.0000000000000000E+00
             32             72 -1.0000000000000000E+00
             32             75 -1.0000000000000000E+00
             33             40 -1.0000000000000000E+00
             33             66 -1.0000000000000000E+00
             33             76  1.0000000000000000E+00
             34              6 -1.0000000000000000E+00
             34             47 -1.0000000000000000E+00
             34             76 -1.0000000000000000E+00
             35             34 -1.0000000000000000E+00
             35             50 -1.0000000000000000E+00
             35             62 -1.0000000000000000E+00
             35             64 -1.0000000000000000E+00
             35             73 -1.0000000000000000E+00
