   0.4333869073E-13  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2348563553E-02   0.2170932441E-04   0.3910770655E-05   0.1041268051E-09  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1392115245E-02   0.3514727505E-04   0.6247889113E-05   0.3472110676E-10  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1077186284E-03   0.3401002931E-04   0.1725219643E-05   0.4709748699E-09   0.6469177649E-13  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1228091245E-04   0.5851332967E-05   0.8523554319E-05   0.4450589547E-07   0.9686475780E-09  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.9930176050E-05   0.7104592477E-06   0.1056522870E-06   0.9238885840E-08   0.1730914107E-10  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1300514829E-05   0.8385231879E-08   0.3550328471E-09   0.3025886669E-10   0.2781169816E-14  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1621310337E-05   0.1538823336E-07   0.9094236213E-09   0.1800308796E-09   0.4029605170E-13  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1599220422E-06   0.2833475644E-06   0.5119307823E-09   0.2512760557E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2397706173E-05   0.4864396928E-07   0.8836290851E-08   0.3898051710E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1357749464E-06   0.1532579413E-05   0.8083995089E-07   0.1364439830E-11  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1514777408E-05   0.1756954492E-04   0.2169694040E-06   0.6230562793E-11  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1004733724E-05   0.1169083342E-05   0.3463023566E-07   0.5724984720E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1259124643E-05   0.1526135568E-05   0.5661866477E-07   0.9764495238E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.4244244301E-05   0.5493578409E-05   0.4811958072E-08   0.2545276597E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.7418841612E-06   0.1152135304E-07   0.3184796107E-09   0.6581528054E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.8363549417E-06   0.1288271656E-06   0.4041724669E-09   0.7840483553E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.6633838095E-06   0.3501391773E-06   0.1536436164E-09   0.3575967659E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2621251824E-07   0.9952353217E-08   0.5418059633E-09   0.8564742044E-13  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2280597416E-06   0.4522809066E-07   0.1074711866E-09   0.2545766173E-14  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.7514113160E-07   0.1257501437E-07   0.8746164759E-10   0.3910596944E-14  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1158258025E-07   0.1424983020E-07   0.3125645699E-10   0.2045486900E-14  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.3740754630E-07   0.5241821171E-08   0.1701147926E-09   0.1110082216E-13  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2827181049E-07   0.4979266130E-09   0.2578163253E-09  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2660366265E-07   0.6311414042E-08   0.9335421890E-10  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.3464808678E-07   0.1374257227E-08   0.7500962659E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.2586082216E-08   0.6345580366E-08   0.2969847404E-10  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
   0.1452688982E-07   0.2346999199E-08   0.7163166959E-12  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31  -0.1000000000E+31
