           1          35  !  dimensions
 time     0.0000000000000000     
          35
           1   5.7295093491388074E-002
           2  -2.0983717799856090E-002
           3  -2.8084110357508803E-002
           4  -6.0716807385281700E-002
           5  -6.3448230486290211E-002
           6   5.2085952238259313E-002
           7   3.5549818797226886E-002
           8  -6.1714093472336730E-002
           9  -4.7426884724773286E-002
          10   2.6275039474252502E-002
          11  -5.7801009664063561E-002
          12   5.9233577465702195E-002
          13  -2.3019824102097554E-002
          14   4.1121462795718780E-002
          15  -4.3525088249370528E-002
          16  -6.5407268796796689E-002
          17  -6.4960454647079655E-002
          18   3.0746112041885435E-002
          19  -3.5763101047429885E-002
          20  -3.3405105593339521E-002
          21   6.0933127564595832E-002
          22   2.2907213123231088E-002
          23   4.1802376523914712E-002
          24   3.7951755901045173E-002
          25  -6.4199123177890116E-002
          26  -2.9689525062167182E-002
          27  -6.4601558459507449E-002
          28  -6.3064500427619186E-002
          29  -4.9365251667519060E-002
          30   6.2670454199746053E-002
          31  -5.5199181325492015E-002
          32  -6.1660593453899799E-002
          33   1.4626250335676971E-002
          34  -1.3683420136817934E-002
          35  -4.1158536585365849E-002
 time    0.15000000000000002     
          35
           1   7.1642165973396815E-002
           2  -1.2390495853875288E-002
           3  -2.0427948154997242E-002
           4  -5.7479858700243885E-002
           5  -6.0617112037571030E-002
           6   6.5849264979935651E-002
           7   4.7371335945942818E-002
           8  -5.8626165588296586E-002
           9  -4.2398853290873326E-002
          10   3.6909225014473537E-002
          11  -5.4150125957062485E-002
          12   7.3889717041789413E-002
          13  -1.4720086118107345E-002
          14   5.3719369827273440E-002
          15  -3.7961888075298808E-002
          16  -6.2868479555468218E-002
          17  -6.2354784973961873E-002
          18   4.1949805892418784E-002
          19  -2.9179826408852198E-002
          20  -2.6486156580964901E-002
          21   7.5828816919006337E-002
          22   3.3056662441243584E-002
          23   5.4483256319186033E-002
          24   5.0114951073725163E-002
          25  -6.1479489895859302E-002
          26  -2.2261750351233921E-002
          27  -6.1942095105283992E-002
          28  -6.0175785991740900E-002
          29  -4.4610763945084661E-002
          30   7.7828288087125136E-002
          31  -5.1190574052030133E-002
          32  -5.8565026592717576E-002
          33   2.3957743030761113E-002
          34  -4.3519274417339491E-003
          35  -3.5259175799665761E-002
 time    0.37500000000000006     
          35
           1   8.0047529981956078E-002
           2  -1.2931530539062323E-002
           3  -2.2493295247242508E-002
           4  -6.6826279765118179E-002
           5  -7.0660289103440632E-002
           6   7.3364481848364901E-002
           7   5.1839618118170394E-002
           8  -6.8229062653019118E-002
           9  -4.8800223176640713E-002
          10   3.9466774370332788E-002
          11  -6.2800785106193302E-002
          12   8.2836077814267814E-002
          13  -1.5753103443990012E-002
          14   5.9481334603100365E-002
          15  -4.3477108475667180E-002
          16  -7.3414651346158072E-002
          17  -7.2785707093050531E-002
          18   4.5423166549652665E-002
          19  -3.3035397752506933E-002
          20  -2.9777250605870331E-002
          21   8.5178092759737450E-002
          22   3.4802886434932588E-002
          23   6.0375258983194895E-002
          24   5.5157996264829375E-002
          25  -7.1714019360136230E-002
          26  -2.4710840690675050E-002
          27  -7.2280258099029257E-002
          28  -7.0119582252420751E-002
          29  -5.1470364290243077E-002
          30   8.7630055199509879E-002
          31  -5.9248848776048413E-002
          32  -6.8155037968181897E-002
          33   2.4506546606018701E-002
          34  -3.8031238664763640E-003
          35  -4.0209630567907190E-002
 time    0.71250000000000013     
          35
           1  0.10288341616694301     
           2  -3.7739490997385702E-003
           3  -1.5835712176810381E-002
           4  -7.2420240012157897E-002
           5  -7.7522065377080146E-002
           6   9.4897978127925123E-002
           7   6.8631177963411186E-002
           8  -7.4291791917237671E-002
           9  -4.9456820028054307E-002
          10   5.3178791110777890E-002
          11  -6.7180379920416533E-002
          12  0.10667926746686858     
          13  -7.4418868310119641E-003
          14   7.8492559636157200E-002
          15  -4.2629665151716581E-002
          16  -8.1195941117396545E-002
          17  -8.0355671917738292E-002
          18   6.0611575235974033E-002
          19  -2.9458466505323445E-002
          20  -2.5215333413270265E-002
          21  0.10972894312866811     
          22   4.7123534594468858E-002
          23   7.9583668148579603E-002
          24   7.2954142323368262E-002
          25  -7.8923829512008839E-002
          26  -1.8721432335324154E-002
          27  -7.9679911475936838E-002
          28  -7.6798651271947294E-002
          29  -5.2920677811479126E-002
          30  0.11301126194380096     
          31  -6.2624552059800220E-002
          32  -7.4195075345929756E-002
          33   3.5182300990059465E-002
          34   6.8726305175644004E-003
          35  -3.8378430037788756E-002
 time     1.2187500000000002     
          35
           1  0.13333478515976216     
           2   7.0271248691842680E-003
           3  -8.9934668484695987E-003
           4  -8.6073989448781585E-002
           5  -9.3660220320440982E-002
           6  0.12366158298594859     
           7   9.0339084812400577E-002
           8  -8.8871512975365080E-002
           9  -5.4908368775290747E-002
          10   7.0135176467893717E-002
          11  -7.8657959395618884E-002
          12  0.13911743917269284     
          13   1.9213930932975888E-003
          14  0.10403551012077246     
          15  -4.5526831894782543E-002
          16  -9.9156985390807625E-002
          17  -9.7894838426192884E-002
          18   7.9858505632673937E-002
          19  -2.7976565388143984E-002
          20  -2.1976496034985978E-002
          21  0.14347249255878736     
          22   6.1726487845154804E-002
          23  0.10538041964792279     
          24   9.6467501325439547E-002
          25  -9.5743677175648537E-002
          26  -1.3063767234377216E-002
          27  -9.6878039517046488E-002
          28  -9.2569886848810429E-002
          29  -5.9766019848378642E-002
          30  0.14840222922587809     
          31  -7.2415976451388878E-002
          32  -8.8732863798896222E-002
          33   4.7829656351805902E-002
          34   1.9519985879310840E-002
          35  -3.9527135170461414E-002
 time     1.9781250000000004     
          35
           1  0.17356396807719168     
           2   2.3141761776033304E-002
           3   1.7599001477999507E-003
           4 -0.10648951826335390     
           5 -0.11931449822747141     
           6  0.16222547581607069     
           7  0.11971895335902513     
           8 -0.11125887427771750     
           9  -6.3033233989752968E-002
          10   9.3256912897190541E-002
          11  -9.5325011173180318E-002
          12  0.18319822582683185     
          13   1.5926376112419482E-002
          14  0.13949563543144516     
          15  -4.9652734873819271E-002
          16 -0.12879629237980508     
          17 -0.12659424903301766     
          18  0.10607728574568201     
          19  -2.5887003116120813E-002
          20  -1.6937618183543848E-002
          21  0.19004192316713311     
          22   8.1360430525986849E-002
          23  0.14096655815376036     
          24  0.12898410781699154     
          25 -0.12283686876561133     
          26  -4.2619955044774357E-003
          27 -0.12481137070438374     
          28 -0.11739389940454865     
          29  -7.0137519898386250E-002
          30  0.19850886024856532     
          31  -8.6618446403013125E-002
          32 -0.11103517848672340     
          33   6.5686056386432823E-002
          34   3.7376385913937750E-002
          35  -4.0743246174186981E-002
 time     3.1171875000000004     
          35
           1  0.21525076786359906     
           2   4.3938287396301082E-002
           3   1.7750733276008977E-002
           4 -0.12520056595871829     
           5 -0.14884758557237077     
           6  0.20286143647005134     
           7  0.15210118626052052     
